ASSEMBLER DIAGNOSTICS AND STATISTICS                         PAGE   21
   280  IFO197      *** MNOTE ***
   282  IFO078      UNDEFINED OP CODE
   283  IFO078      UNDEFINED OP CODE
   284  IFO078      UNDEFINED OP CODE
   285  IFO078      UNDEFINED OP CODE
   286  IFO078      UNDEFINED OP CODE
   287  IFO078      UNDEFINED OP CODE
   288  IFO078      UNDEFINED OP CODE
   289  IFO078      UNDEFINED OP CODE
   290  IFO078      UNDEFINED OP CODE
   296  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   297  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   298  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   299  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   300  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   300  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   301  IFO197      *** MNOTE ***
   303  IFO078      UNDEFINED OP CODE
   304  IFO078      UNDEFINED OP CODE
   305  IFO078      UNDEFINED OP CODE
   306  IFO078      UNDEFINED OP CODE
   307  IFO078      UNDEFINED OP CODE
   308  IFO078      UNDEFINED OP CODE
   309  IFO078      UNDEFINED OP CODE
   310  IFO078      UNDEFINED OP CODE
   311  IFO078      UNDEFINED OP CODE
   317  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   318  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   319  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   320  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   321  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   321  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   322  IFO197      *** MNOTE ***
   324  IFO078      UNDEFINED OP CODE
   325  IFO078      UNDEFINED OP CODE
   326  IFO078      UNDEFINED OP CODE
   327  IFO078      UNDEFINED OP CODE
   328  IFO078      UNDEFINED OP CODE
   329  IFO078      UNDEFINED OP CODE
   330  IFO078      UNDEFINED OP CODE
   331  IFO078      UNDEFINED OP CODE
   332  IFO078      UNDEFINED OP CODE
   338  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   339  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   340  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   341  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   342  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
1                                                  ASSEMBLER DIAGNOSTICS AND STATISTICS                         PAGE   23
-STMT  ERROR CODE   MESSAGE                                                                       ASM 0201 06.35 09/07/26
0  342  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   343  IFO197      *** MNOTE ***
   345  IFO078      UNDEFINED OP CODE
   346  IFO078      UNDEFINED OP CODE
   347  IFO078      UNDEFINED OP CODE
   348  IFO078      UNDEFINED OP CODE
   349  IFO078      UNDEFINED OP CODE
   350  IFO078      UNDEFINED OP CODE
   351  IFO078      UNDEFINED OP CODE
   352  IFO078      UNDEFINED OP CODE
   353  IFO078      UNDEFINED OP CODE
   359  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   360  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   361  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   362  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   363  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   363  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   364  IFO197      *** MNOTE ***
   366  IFO078      UNDEFINED OP CODE
   367  IFO078      UNDEFINED OP CODE
   368  IFO078      UNDEFINED OP CODE
   369  IFO078      UNDEFINED OP CODE
   370  IFO078      UNDEFINED OP CODE
   371  IFO078      UNDEFINED OP CODE
   372  IFO078      UNDEFINED OP CODE
   373  IFO078      UNDEFINED OP CODE
   374  IFO078      UNDEFINED OP CODE
   380  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   381  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   382  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   383  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   384  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   384  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   385  IFO197      *** MNOTE ***
   387  IFO078      UNDEFINED OP CODE
   388  IFO078      UNDEFINED OP CODE
   389  IFO078      UNDEFINED OP CODE
   390  IFO078      UNDEFINED OP CODE
   391  IFO078      UNDEFINED OP CODE
   392  IFO078      UNDEFINED OP CODE
   393  IFO078      UNDEFINED OP CODE
   394  IFO078      UNDEFINED OP CODE
   395  IFO078      UNDEFINED OP CODE
   401  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   402  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   403  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   404  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   405  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   405  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   406  IFO197      *** MNOTE ***
   408  IFO078      UNDEFINED OP CODE
   409  IFO078      UNDEFINED OP CODE
   410  IFO078      UNDEFINED OP CODE
   411  IFO078      UNDEFINED OP CODE
   412  IFO078      UNDEFINED OP CODE
1                                                  ASSEMBLER DIAGNOSTICS AND STATISTICS                         PAGE   24
-STMT  ERROR CODE   MESSAGE                                                                       ASM 0201 06.35 09/07/26
0  413  IFO078      UNDEFINED OP CODE
   414  IFO078      UNDEFINED OP CODE
   415  IFO078      UNDEFINED OP CODE
   416  IFO078      UNDEFINED OP CODE
   422  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   423  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   424  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   425  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   426  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   426  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   427  IFO197      *** MNOTE ***
   429  IFO078      UNDEFINED OP CODE
   430  IFO078      UNDEFINED OP CODE
   431  IFO078      UNDEFINED OP CODE
   432  IFO078      UNDEFINED OP CODE
   433  IFO078      UNDEFINED OP CODE
   434  IFO078      UNDEFINED OP CODE
   435  IFO078      UNDEFINED OP CODE
   436  IFO078      UNDEFINED OP CODE
   437  IFO078      UNDEFINED OP CODE
   443  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   444  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   445  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   446  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   447  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   447  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   448  IFO197      *** MNOTE ***
   448  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   450  IFO078      UNDEFINED OP CODE
   456  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   457  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   458  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   459  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   460  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   460  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   461  IFO197      *** MNOTE ***
   461  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   463  IFO078      UNDEFINED OP CODE
   464  IFO078      UNDEFINED OP CODE
   465  IFO078      UNDEFINED OP CODE
   466  IFO078      UNDEFINED OP CODE
   467  IFO078      UNDEFINED OP CODE
   468  IFO078      UNDEFINED OP CODE
   469  IFO078      UNDEFINED OP CODE
   470  IFO078      UNDEFINED OP CODE
   471  IFO078      UNDEFINED OP CODE
   477  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   478  IFO197      *** MNOTE ***
   480  IFO078      UNDEFINED OP CODE
   481  IFO078      UNDEFINED OP CODE
   487  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   488  IFO197      *** MNOTE ***
   490  IFO078      UNDEFINED OP CODE
   491  IFO078      UNDEFINED OP CODE
   497  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
1                                                  ASSEMBLER DIAGNOSTICS AND STATISTICS                         PAGE   25
-STMT  ERROR CODE   MESSAGE                                                                       ASM 0201 06.35 09/07/26
0  498  IFO197      *** MNOTE ***
   500  IFO078      UNDEFINED OP CODE
   501  IFO078      UNDEFINED OP CODE
   507  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   508  IFO197      *** MNOTE ***
   510  IFO078      UNDEFINED OP CODE
   511  IFO078      UNDEFINED OP CODE
   517  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   518  IFO197      *** MNOTE ***
   520  IFO078      UNDEFINED OP CODE
   521  IFO078      UNDEFINED OP CODE
   527  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   528  IFO197      *** MNOTE ***
   530  IFO078      UNDEFINED OP CODE
   531  IFO078      UNDEFINED OP CODE
   537  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   538  IFO197      *** MNOTE ***
   540  IFO078      UNDEFINED OP CODE
   541  IFO078      UNDEFINED OP CODE
   547  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   548  IFO197      *** MNOTE ***
   549  IFO078      UNDEFINED OP CODE
0NUMBER OF STATEMENTS FLAGGED IN THIS ASSEMBLY =   227
 HIGHEST SEVERITY WAS   12
 OPTIONS FOR THIS ASSEMBLY
   ALIGN, ALOGIC, BUFSIZE(STD), NODECK, ESD, FLAG(0), LINECOUNT(55), LIST, NOMCALL, YFLAG, WORKSIZE(2097152)
   NOMLOGIC, NONUMBER, NOOBJECT, NORENT, RLD, NOSTMT, NOLIBMAC, NOTERMINAL, NOTEST, XREF(SHORT)
   SYSPARM()
 WORK FILE BUFFER SIZE/NUMBER =19066/ 1
 TOTAL RECORDS READ FROM SYSTEM INPUT        405
 TOTAL RECORDS READ FROM SYSTEM LIBRARY      881
 TOTAL RECORDS PUNCHED                         0
 TOTAL RECORDS PRINTED                      1145
