ASSEMBLER DIAGNOSTICS AND STATISTICS                         PAGE   14
   106  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   107  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   107  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   108  IFO197      *** MNOTE ***
   108  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   109  IFO078      UNDEFINED OP CODE
   115  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   116  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
1                                                  ASSEMBLER DIAGNOSTICS AND STATISTICS                         PAGE   15
-STMT  ERROR CODE   MESSAGE                                                                       ASM 0201 06.35 09/07/26
0  117  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   118  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   119  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   119  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   120  IFO197      *** MNOTE ***
   120  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   121  IFO078      UNDEFINED OP CODE
   122  IFO078      UNDEFINED OP CODE
   128  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   129  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   130  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   131  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   132  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   132  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   133  IFO197      *** MNOTE ***
   133  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   134  IFO078      UNDEFINED OP CODE
   135  IFO078      UNDEFINED OP CODE
   141  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   142  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   143  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   144  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   145  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   145  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   146  IFO197      *** MNOTE ***
   146  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   147  IFO078      UNDEFINED OP CODE
   148  IFO078      UNDEFINED OP CODE
   154  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   155  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   156  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   157  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   158  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   158  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   159  IFO197      *** MNOTE ***
   159  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   160  IFO078      UNDEFINED OP CODE
   161  IFO078      UNDEFINED OP CODE
   167  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   168  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   169  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   170  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   171  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   171  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   172  IFO197      *** MNOTE ***
   172  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   173  IFO078      UNDEFINED OP CODE
   174  IFO078      UNDEFINED OP CODE
   180  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   181  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   182  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   183  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   184  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   184  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   185  IFO197      *** MNOTE ***
1                                                  ASSEMBLER DIAGNOSTICS AND STATISTICS                         PAGE   16
-STMT  ERROR CODE   MESSAGE                                                                       ASM 0201 06.35 09/07/26
0  185  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   186  IFO078      UNDEFINED OP CODE
   187  IFO078      UNDEFINED OP CODE
   193  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   194  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   195  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   196  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   197  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   197  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   198  IFO197      *** MNOTE ***
   198  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   199  IFO078      UNDEFINED OP CODE
   200  IFO078      UNDEFINED OP CODE
   206  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   207  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   208  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   209  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   210  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   210  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   211  IFO197      *** MNOTE ***
   211  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   212  IFO078      UNDEFINED OP CODE
   213  IFO078      UNDEFINED OP CODE
   219  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   220  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   221  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   222  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   223  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   223  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   224  IFO197      *** MNOTE ***
   224  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   225  IFO078      UNDEFINED OP CODE
   231  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   232  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   233  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   234  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   235  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   235  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   236  IFO197      *** MNOTE ***
   236  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   237  IFO078      UNDEFINED OP CODE
   243  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   244  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   245  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 3
   246  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   247  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   247  IFO108      CHARACTER STRING USED AS AN ARITHMETIC TERM CONTAINS NON-DECIMAL CHARACTERS
   248  IFO197      *** MNOTE ***
   248  IFO185      BLANK EXPECTED AS A DELIMITER NEAR OPERAND COLUMN 49
   249  IFO078      UNDEFINED OP CODE
   250  IFO078      UNDEFINED OP CODE
   251  IFO078      UNDEFINED OP CODE
   252  IFO078      UNDEFINED OP CODE
   253  IFO078      UNDEFINED OP CODE
   254  IFO078      UNDEFINED OP CODE
1                                                  ASSEMBLER DIAGNOSTICS AND STATISTICS                         PAGE   17
-STMT  ERROR CODE   MESSAGE                                                                       ASM 0201 06.35 09/07/26
0  255  IFO078      UNDEFINED OP CODE
   256  IFO078      UNDEFINED OP CODE
   262  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   263  IFO197      *** MNOTE ***
   264  IFO078      UNDEFINED OP CODE
   270  IFO236      ILLEGAL CHARACTER IN EXPRESSION NEAR OPERAND COLUMN 5
   271  IFO197      *** MNOTE ***
   277  IFO078      UNDEFINED OP CODE
0NUMBER OF STATEMENTS FLAGGED IN THIS ASSEMBLY =   149
 HIGHEST SEVERITY WAS   12
 OPTIONS FOR THIS ASSEMBLY
   ALIGN, ALOGIC, BUFSIZE(STD), NODECK, ESD, FLAG(0), LINECOUNT(55), LIST, NOMCALL, YFLAG, WORKSIZE(2097152)
   NOMLOGIC, NONUMBER, NOOBJECT, NORENT, RLD, NOSTMT, NOLIBMAC, NOTERMINAL, NOTEST, XREF(SHORT)
   SYSPARM()
 WORK FILE BUFFER SIZE/NUMBER =19066/ 1
 TOTAL RECORDS READ FROM SYSTEM INPUT        206
 TOTAL RECORDS READ FROM SYSTEM LIBRARY      881
 TOTAL RECORDS PUNCHED                         0
 TOTAL RECORDS PRINTED                       763
